eventID,parentEventID,eventDate,samplingProtocol,sampleSizeValue,sampleSizeUnit,footprintWKT,footprintSRS,countryCode,stateProvinde,municipality,location,fieldNumber,fieldNotes
CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20140408,CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1,2014-04-08,Point Quadrat Transect,2,m,,epsg:4326,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20150514,CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1,2015-05-14,Point Quadrat Transect,2,m,,epsg:4326,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20160318,CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1,2016-03-18,Point Quadrat Transect,2,m,,epsg:4326,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20170404,CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1,2017-04-04,Point Quadrat Transect,2,m,,epsg:4326,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20190510,CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1,2019-05-10,Point Quadrat Transect,2,m,,epsg:4326,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20200312,CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1,2020-03-12,Point Quadrat Transect,2,m,,epsg:4326,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20210420,CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1,2021-04-20,Point Quadrat Transect,2,m,,epsg:4326,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1_20220510,CSIC-EEZ:SERPAM:AMOLADERAS_A23_T1,2022-05-10,Point Quadrat Transect,2,m,,epsg:4326,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A23_T2_20100415,CSIC-EEZ:SERPAM:AMOLADERAS_A23_T2,2010-04-15,Point Quadrat Transect,2,m,,epsg:4326,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A23_T2_20120315,CSIC-EEZ:SERPAM:AMOLADERAS_A23_T2,2012-03-15,Point Quadrat Transect,2,m,,epsg:4326,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A23_T2_20130401,CSIC-EEZ:SERPAM:AMOLADERAS_A23_T2,2013-04-01,Point Quadrat Transect,2,m,,epsg:4326,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A23_T2_20140408,CSIC-EEZ:SERPAM:AMOLADERAS_A23_T2,2014-04-08,Point Quadrat Transect,2,m,,epsg:4326,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A23_T2_20150514,CSIC-EEZ:SERPAM:AMOLADERAS_A23_T2,2015-05-14,Point Quadrat Transect,2,m,,epsg:4326,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A23_T2_20160318,CSIC-EEZ:SERPAM:AMOLADERAS_A23_T2,2016-03-18,Point Quadrat Transect,2,m,,epsg:4326,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A23_T2_20180406,CSIC-EEZ:SERPAM:AMOLADERAS_A23_T2,2018-04-06,Point Quadrat Transect,2,m,,epsg:4326,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A23_T2_20190510,CSIC-EEZ:SERPAM:AMOLADERAS_A23_T2,2019-05-10,Point Quadrat Transect,2,m,,epsg:4326,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A23_T2_20200312,CSIC-EEZ:SERPAM:AMOLADERAS_A23_T2,2020-03-12,Point Quadrat Transect,2,m,,epsg:4326,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A23_T2_20210420,CSIC-EEZ:SERPAM:AMOLADERAS_A23_T2,2021-04-20,Point Quadrat Transect,2,m,,epsg:4326,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A23_T2_20220510,CSIC-EEZ:SERPAM:AMOLADERAS_A23_T2,2022-05-10,Point Quadrat Transect,2,m,,epsg:4326,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A23_T2_20230411,CSIC-EEZ:SERPAM:AMOLADERAS_A23_T2,2023-04-11,Point Quadrat Transect,2,m,,epsg:4326,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A25_T1_20110405,CSIC-EEZ:SERPAM:AMOLADERAS_A25_T1,2011-04-05,Point Quadrat Transect,2,m,,epsg:4326,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A25_T1_20120315,CSIC-EEZ:SERPAM:AMOLADERAS_A25_T1,2012-03-15,Point Quadrat Transect,2,m,,epsg:4326,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A25_T1_20130402,CSIC-EEZ:SERPAM:AMOLADERAS_A25_T1,2013-04-02,Point Quadrat Transect,2,m,,epsg:4326,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A25_T1_20140408,CSIC-EEZ:SERPAM:AMOLADERAS_A25_T1,2014-04-08,Point Quadrat Transect,2,m,,epsg:4326,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A25_T1_20150514,CSIC-EEZ:SERPAM:AMOLADERAS_A25_T1,2015-05-14,Point Quadrat Transect,2,m,,epsg:4326,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A25_T1_20160318,CSIC-EEZ:SERPAM:AMOLADERAS_A25_T1,2016-03-18,Point Quadrat Transect,2,m,,epsg:4326,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A25_T1_20170404,CSIC-EEZ:SERPAM:AMOLADERAS_A25_T1,2017-04-04,Point Quadrat Transect,2,m,,epsg:4326,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A25_T1_20180406,CSIC-EEZ:SERPAM:AMOLADERAS_A25_T1,2018-04-06,Point Quadrat Transect,2,m,,epsg:4326,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A25_T1_20190510,CSIC-EEZ:SERPAM:AMOLADERAS_A25_T1,2019-05-10,Point Quadrat Transect,2,m,,epsg:4326,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A25_T1_20200312,CSIC-EEZ:SERPAM:AMOLADERAS_A25_T1,2020-03-12,Point Quadrat Transect,2,m,,epsg:4326,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A25_T1_20210420,CSIC-EEZ:SERPAM:AMOLADERAS_A25_T1,2021-04-20,Point Quadrat Transect,2,m,,epsg:4326,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A25_T1_20220510,CSIC-EEZ:SERPAM:AMOLADERAS_A25_T1,2022-05-10,Point Quadrat Transect,2,m,,epsg:4326,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A25_T1_20230411,CSIC-EEZ:SERPAM:AMOLADERAS_A25_T1,2023-04-11,Point Quadrat Transect,2,m,,epsg:4326,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A25_T2_20120315,CSIC-EEZ:SERPAM:AMOLADERAS_A25_T2,2012-03-15,Point Quadrat Transect,2,m,,epsg:4326,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A25_T2_20130402,CSIC-EEZ:SERPAM:AMOLADERAS_A25_T2,2013-04-02,Point Quadrat Transect,2,m,,epsg:4326,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A25_T2_20140408,CSIC-EEZ:SERPAM:AMOLADERAS_A25_T2,2014-04-08,Point Quadrat Transect,2,m,,epsg:4326,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A25_T2_20150514,CSIC-EEZ:SERPAM:AMOLADERAS_A25_T2,2015-05-14,Point Quadrat Transect,2,m,,epsg:4326,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A25_T2_20160318,CSIC-EEZ:SERPAM:AMOLADERAS_A25_T2,2016-03-18,Point Quadrat Transect,2,m,,epsg:4326,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A25_T2_20180406,CSIC-EEZ:SERPAM:AMOLADERAS_A25_T2,2018-04-06,Point Quadrat Transect,2,m,,epsg:4326,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A25_T2_20190510,CSIC-EEZ:SERPAM:AMOLADERAS_A25_T2,2019-05-10,Point Quadrat Transect,2,m,,epsg:4326,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A25_T2_20200312,CSIC-EEZ:SERPAM:AMOLADERAS_A25_T2,2020-03-12,Point Quadrat Transect,2,m,,epsg:4326,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A25_T2_20210420,CSIC-EEZ:SERPAM:AMOLADERAS_A25_T2,2021-04-20,Point Quadrat Transect,2,m,,epsg:4326,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A25_T2_20220510,CSIC-EEZ:SERPAM:AMOLADERAS_A25_T2,2022-05-10,Point Quadrat Transect,2,m,,epsg:4326,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A25_T2_20230411,CSIC-EEZ:SERPAM:AMOLADERAS_A25_T2,2023-04-11,Point Quadrat Transect,2,m,,epsg:4326,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A27_T1_20110406,CSIC-EEZ:SERPAM:AMOLADERAS_A27_T1,2011-04-06,Point Quadrat Transect,2,m,,epsg:4326,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A27_T1_20120321,CSIC-EEZ:SERPAM:AMOLADERAS_A27_T1,2012-03-21,Point Quadrat Transect,2,m,,epsg:4326,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A27_T1_20130402,CSIC-EEZ:SERPAM:AMOLADERAS_A27_T1,2013-04-02,Point Quadrat Transect,2,m,,epsg:4326,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A27_T1_20140408,CSIC-EEZ:SERPAM:AMOLADERAS_A27_T1,2014-04-08,Point Quadrat Transect,2,m,,epsg:4326,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A27_T1_20150514,CSIC-EEZ:SERPAM:AMOLADERAS_A27_T1,2015-05-14,Point Quadrat Transect,2,m,,epsg:4326,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A27_T1_20160318,CSIC-EEZ:SERPAM:AMOLADERAS_A27_T1,2016-03-18,Point Quadrat Transect,2,m,,epsg:4326,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A27_T1_20190510,CSIC-EEZ:SERPAM:AMOLADERAS_A27_T1,2019-05-10,Point Quadrat Transect,2,m,,epsg:4326,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A27_T1_20210420,CSIC-EEZ:SERPAM:AMOLADERAS_A27_T1,2021-04-20,Point Quadrat Transect,2,m,,epsg:4326,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A27_T1_20220510,CSIC-EEZ:SERPAM:AMOLADERAS_A27_T1,2022-05-10,Point Quadrat Transect,2,m,,epsg:4326,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A27_T1_20230411,CSIC-EEZ:SERPAM:AMOLADERAS_A27_T1,2023-04-11,Point Quadrat Transect,2,m,,epsg:4326,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A27_T2_20100415,CSIC-EEZ:SERPAM:AMOLADERAS_A27_T2,2010-04-15,Point Quadrat Transect,2,m,,epsg:4326,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A27_T2_20120321,CSIC-EEZ:SERPAM:AMOLADERAS_A27_T2,2012-03-21,Point Quadrat Transect,2,m,,epsg:4326,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A27_T2_20130402,CSIC-EEZ:SERPAM:AMOLADERAS_A27_T2,2013-04-02,Point Quadrat Transect,2,m,,epsg:4326,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A27_T2_20140408,CSIC-EEZ:SERPAM:AMOLADERAS_A27_T2,2014-04-08,Point Quadrat Transect,2,m,,epsg:4326,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A27_T2_20150514,CSIC-EEZ:SERPAM:AMOLADERAS_A27_T2,2015-05-14,Point Quadrat Transect,2,m,,epsg:4326,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A27_T2_20160318,CSIC-EEZ:SERPAM:AMOLADERAS_A27_T2,2016-03-18,Point Quadrat Transect,2,m,,epsg:4326,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A27_T2_20180406,CSIC-EEZ:SERPAM:AMOLADERAS_A27_T2,2018-04-06,Point Quadrat Transect,2,m,,epsg:4326,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A27_T2_20190510,CSIC-EEZ:SERPAM:AMOLADERAS_A27_T2,2019-05-10,Point Quadrat Transect,2,m,,epsg:4326,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A27_T2_20220510,CSIC-EEZ:SERPAM:AMOLADERAS_A27_T2,2022-05-10,Point Quadrat Transect,2,m,,epsg:4326,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A27_T2_20230411,CSIC-EEZ:SERPAM:AMOLADERAS_A27_T2,2023-04-11,Point Quadrat Transect,2,m,,epsg:4326,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A26_T1_20110405,CSIC-EEZ:SERPAM:AMOLADERAS_A26_T1,2011-04-05,Point Quadrat Transect,2,m,,epsg:4326,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A26_T1_20120321,CSIC-EEZ:SERPAM:AMOLADERAS_A26_T1,2012-03-21,Point Quadrat Transect,2,m,,epsg:4326,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A26_T1_20130402,CSIC-EEZ:SERPAM:AMOLADERAS_A26_T1,2013-04-02,Point Quadrat Transect,2,m,,epsg:4326,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A26_T1_20140408,CSIC-EEZ:SERPAM:AMOLADERAS_A26_T1,2014-04-08,Point Quadrat Transect,2,m,,epsg:4326,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A26_T1_20150514,CSIC-EEZ:SERPAM:AMOLADERAS_A26_T1,2015-05-14,Point Quadrat Transect,2,m,,epsg:4326,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A26_T1_20160318,CSIC-EEZ:SERPAM:AMOLADERAS_A26_T1,2016-03-18,Point Quadrat Transect,2,m,,epsg:4326,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A26_T1_20170404,CSIC-EEZ:SERPAM:AMOLADERAS_A26_T1,2017-04-04,Point Quadrat Transect,2,m,,epsg:4326,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A26_T1_20180406,CSIC-EEZ:SERPAM:AMOLADERAS_A26_T1,2018-04-06,Point Quadrat Transect,2,m,,epsg:4326,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A26_T1_20190510,CSIC-EEZ:SERPAM:AMOLADERAS_A26_T1,2019-05-10,Point Quadrat Transect,2,m,,epsg:4326,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A26_T1_20210420,CSIC-EEZ:SERPAM:AMOLADERAS_A26_T1,2021-04-20,Point Quadrat Transect,2,m,,epsg:4326,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A26_T1_20220510,CSIC-EEZ:SERPAM:AMOLADERAS_A26_T1,2022-05-10,Point Quadrat Transect,2,m,,epsg:4326,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A26_T1_20230411,CSIC-EEZ:SERPAM:AMOLADERAS_A26_T1,2023-04-11,Point Quadrat Transect,2,m,,epsg:4326,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A26_T2_20110405,CSIC-EEZ:SERPAM:AMOLADERAS_A26_T2,2011-04-05,Point Quadrat Transect,2,m,,epsg:4326,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A26_T2_20120321,CSIC-EEZ:SERPAM:AMOLADERAS_A26_T2,2012-03-21,Point Quadrat Transect,2,m,,epsg:4326,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A26_T2_20130402,CSIC-EEZ:SERPAM:AMOLADERAS_A26_T2,2013-04-02,Point Quadrat Transect,2,m,,epsg:4326,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A26_T2_20140408,CSIC-EEZ:SERPAM:AMOLADERAS_A26_T2,2014-04-08,Point Quadrat Transect,2,m,,epsg:4326,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A26_T2_20150514,CSIC-EEZ:SERPAM:AMOLADERAS_A26_T2,2015-05-14,Point Quadrat Transect,2,m,,epsg:4326,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A26_T2_20160318,CSIC-EEZ:SERPAM:AMOLADERAS_A26_T2,2016-03-18,Point Quadrat Transect,2,m,,epsg:4326,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A26_T2_20170404,CSIC-EEZ:SERPAM:AMOLADERAS_A26_T2,2017-04-04,Point Quadrat Transect,2,m,,epsg:4326,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A26_T2_20180406,CSIC-EEZ:SERPAM:AMOLADERAS_A26_T2,2018-04-06,Point Quadrat Transect,2,m,,epsg:4326,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A26_T2_20190510,CSIC-EEZ:SERPAM:AMOLADERAS_A26_T2,2019-05-10,Point Quadrat Transect,2,m,,epsg:4326,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A26_T2_20220510,CSIC-EEZ:SERPAM:AMOLADERAS_A26_T2,2022-05-10,Point Quadrat Transect,2,m,,epsg:4326,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A26_T2_20230411,CSIC-EEZ:SERPAM:AMOLADERAS_A26_T2,2023-04-11,Point Quadrat Transect,2,m,,epsg:4326,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A30_T1_20110406,CSIC-EEZ:SERPAM:AMOLADERAS_A30_T1,2011-04-06,Point Quadrat Transect,2,m,,epsg:4326,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A30_T1_20120322,CSIC-EEZ:SERPAM:AMOLADERAS_A30_T1,2012-03-22,Point Quadrat Transect,2,m,,epsg:4326,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A30_T1_20130401,CSIC-EEZ:SERPAM:AMOLADERAS_A30_T1,2013-04-01,Point Quadrat Transect,2,m,,epsg:4326,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A30_T1_20140408,CSIC-EEZ:SERPAM:AMOLADERAS_A30_T1,2014-04-08,Point Quadrat Transect,2,m,,epsg:4326,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A30_T2_20120322,CSIC-EEZ:SERPAM:AMOLADERAS_A30_T2,2012-03-22,Point Quadrat Transect,2,m,,epsg:4326,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A30_T2_20130401,CSIC-EEZ:SERPAM:AMOLADERAS_A30_T2,2013-04-01,Point Quadrat Transect,2,m,,epsg:4326,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A30_T2_20140408,CSIC-EEZ:SERPAM:AMOLADERAS_A30_T2,2014-04-08,Point Quadrat Transect,2,m,,epsg:4326,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A28_T1_20100415,CSIC-EEZ:SERPAM:AMOLADERAS_A28_T1,2010-04-15,Point Quadrat Transect,2,m,,epsg:4326,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A28_T1_20110406,CSIC-EEZ:SERPAM:AMOLADERAS_A28_T1,2011-04-06,Point Quadrat Transect,2,m,,epsg:4326,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A28_T1_20120322,CSIC-EEZ:SERPAM:AMOLADERAS_A28_T1,2012-03-22,Point Quadrat Transect,2,m,,epsg:4326,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A28_T1_20130401,CSIC-EEZ:SERPAM:AMOLADERAS_A28_T1,2013-04-01,Point Quadrat Transect,2,m,,epsg:4326,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A28_T1_20140408,CSIC-EEZ:SERPAM:AMOLADERAS_A28_T1,2014-04-08,Point Quadrat Transect,2,m,,epsg:4326,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A28_T1_20150514,CSIC-EEZ:SERPAM:AMOLADERAS_A28_T1,2015-05-14,Point Quadrat Transect,2,m,,epsg:4326,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A28_T1_20160318,CSIC-EEZ:SERPAM:AMOLADERAS_A28_T1,2016-03-18,Point Quadrat Transect,2,m,,epsg:4326,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A28_T1_20180406,CSIC-EEZ:SERPAM:AMOLADERAS_A28_T1,2018-04-06,Point Quadrat Transect,2,m,,epsg:4326,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A28_T1_20190510,CSIC-EEZ:SERPAM:AMOLADERAS_A28_T1,2019-05-10,Point Quadrat Transect,2,m,,epsg:4326,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A28_T1_20210420,CSIC-EEZ:SERPAM:AMOLADERAS_A28_T1,2021-04-20,Point Quadrat Transect,2,m,,epsg:4326,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A28_T1_20220510,CSIC-EEZ:SERPAM:AMOLADERAS_A28_T1,2022-05-10,Point Quadrat Transect,2,m,,epsg:4326,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A28_T1_20230411,CSIC-EEZ:SERPAM:AMOLADERAS_A28_T1,2023-04-11,Point Quadrat Transect,2,m,,epsg:4326,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A28_T2_20120322,CSIC-EEZ:SERPAM:AMOLADERAS_A28_T2,2012-03-22,Point Quadrat Transect,2,m,,epsg:4326,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A28_T2_20130401,CSIC-EEZ:SERPAM:AMOLADERAS_A28_T2,2013-04-01,Point Quadrat Transect,2,m,,epsg:4326,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A28_T2_20140408,CSIC-EEZ:SERPAM:AMOLADERAS_A28_T2,2014-04-08,Point Quadrat Transect,2,m,,epsg:4326,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A28_T2_20150514,CSIC-EEZ:SERPAM:AMOLADERAS_A28_T2,2015-05-14,Point Quadrat Transect,2,m,,epsg:4326,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A28_T2_20160318,CSIC-EEZ:SERPAM:AMOLADERAS_A28_T2,2016-03-18,Point Quadrat Transect,2,m,,epsg:4326,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A28_T2_20170404,CSIC-EEZ:SERPAM:AMOLADERAS_A28_T2,2017-04-04,Point Quadrat Transect,2,m,,epsg:4326,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A28_T2_20190510,CSIC-EEZ:SERPAM:AMOLADERAS_A28_T2,2019-05-10,Point Quadrat Transect,2,m,,epsg:4326,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A28_T2_20230411,CSIC-EEZ:SERPAM:AMOLADERAS_A28_T2,2023-04-11,Point Quadrat Transect,2,m,,epsg:4326,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A29_T1_20150514,CSIC-EEZ:SERPAM:AMOLADERAS_A29_T1,2015-05-14,Point Quadrat Transect,2,m,,epsg:4326,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A29_T1_20160318,CSIC-EEZ:SERPAM:AMOLADERAS_A29_T1,2016-03-18,Point Quadrat Transect,2,m,,epsg:4326,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A29_T1_20170404,CSIC-EEZ:SERPAM:AMOLADERAS_A29_T1,2017-04-04,Point Quadrat Transect,2,m,,epsg:4326,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A29_T1_20190510,CSIC-EEZ:SERPAM:AMOLADERAS_A29_T1,2019-05-10,Point Quadrat Transect,2,m,,epsg:4326,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A29_T1_20210420,CSIC-EEZ:SERPAM:AMOLADERAS_A29_T1,2021-04-20,Point Quadrat Transect,2,m,,epsg:4326,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A29_T1_20220510,CSIC-EEZ:SERPAM:AMOLADERAS_A29_T1,2022-05-10,Point Quadrat Transect,2,m,,epsg:4326,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A29_T1_20230411,CSIC-EEZ:SERPAM:AMOLADERAS_A29_T1,2023-04-11,Point Quadrat Transect,2,m,,epsg:4326,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A29_T2_20110406,CSIC-EEZ:SERPAM:AMOLADERAS_A29_T2,2011-04-06,Point Quadrat Transect,2,m,,epsg:4326,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A29_T2_20130401,CSIC-EEZ:SERPAM:AMOLADERAS_A29_T2,2013-04-01,Point Quadrat Transect,2,m,,epsg:4326,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A29_T2_20140408,CSIC-EEZ:SERPAM:AMOLADERAS_A29_T2,2014-04-08,Point Quadrat Transect,2,m,,epsg:4326,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A29_T2_20150514,CSIC-EEZ:SERPAM:AMOLADERAS_A29_T2,2015-05-14,Point Quadrat Transect,2,m,,epsg:4326,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A29_T2_20160318,CSIC-EEZ:SERPAM:AMOLADERAS_A29_T2,2016-03-18,Point Quadrat Transect,2,m,,epsg:4326,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A29_T2_20170404,CSIC-EEZ:SERPAM:AMOLADERAS_A29_T2,2017-04-04,Point Quadrat Transect,2,m,,epsg:4326,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A29_T2_20190510,CSIC-EEZ:SERPAM:AMOLADERAS_A29_T2,2019-05-10,Point Quadrat Transect,2,m,,epsg:4326,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A29_T2_20200312,CSIC-EEZ:SERPAM:AMOLADERAS_A29_T2,2020-03-12,Point Quadrat Transect,2,m,,epsg:4326,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A29_T2_20220510,CSIC-EEZ:SERPAM:AMOLADERAS_A29_T2,2022-05-10,Point Quadrat Transect,2,m,,epsg:4326,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A29_T2_20230411,CSIC-EEZ:SERPAM:AMOLADERAS_A29_T2,2023-04-11,Point Quadrat Transect,2,m,,epsg:4326,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A10_T2_20210420,CSIC-EEZ:SERPAM:AMOLADERAS_A10_T2,2021-04-20,Point Quadrat Transect,2,m,,epsg:4326,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A10_T2_20200312,CSIC-EEZ:SERPAM:AMOLADERAS_A10_T2,2020-03-12,Point Quadrat Transect,2,m,,epsg:4326,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A16_T1_20180406,CSIC-EEZ:SERPAM:AMOLADERAS_A16_T1,2018-04-06,Point Quadrat Transect,2,m,,epsg:4326,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A16_T1_20160318,CSIC-EEZ:SERPAM:AMOLADERAS_A16_T1,2016-03-18,Point Quadrat Transect,2,m,,epsg:4326,,,,,,
CSIC-EEZ:SERPAM:AMOLADERAS_A16_T1_20100413,CSIC-EEZ:SERPAM:AMOLADERAS_A16_T1,2010-04-13,Point Quadrat Transect,2,m,,epsg:4326,,,,,,
